"","pol_ID_parallel","V1","V2","lon_centroid_parallel","lat_centroid_parallel","state_segment","point","latitude","longitude","radians_parallel","length_parallel","radians_orthogonal","length_orthogonal","perp_slope","slope","end_longitude","end_latitude","chunk","lead_lat","lead_lon","lead_end_lat","lead_end_lon","state"
"66","chunk_2_20",-44.610001,-1.76,-43.1100005,-1.61,"MA1",231,-1.46,-44.77,0,3.27,1.07827699736853,3.55,1.86348623853211,-0.53662859393462,-41.5,-1.46,2,-1.76,-44.610001,-1.76,-41.560001,"MA"
"67","chunk_2_20",-41.560001,-1.76,-43.1100005,-1.61,"MA1",231,-1.46,-44.77,0,3.27,1.07827699736853,3.55,1.86348623853211,-0.53662859393462,-41.5,-1.46,2,-1.76,-44.610001,-1.76,-41.560001,"MA"
"68","chunk_2_20",-41.5,-1.46,-43.1100005,-1.61,"MA1",231,-1.46,-44.77,0,3.27,1.07827699736853,3.55,1.86348623853211,-0.53662859393462,-41.5,-1.46,2,-1.76,-44.610001,-1.76,-41.560001,"MA"
"69","chunk_2_21",-44.610001,-1.76,-43.0575,-1.825,"MA1",230,-1.76,-44.610001,0,3.05,1.07827699736853,3.8,1.86348623853211,-0.53662859393462,-41.560001,-1.76,2,-1.89,-44.549999,-1.89,-41.509999,"MA"
"70","chunk_2_21",-44.549999,-1.89,-43.0575,-1.825,"MA1",230,-1.76,-44.610001,0,3.05,1.07827699736853,3.8,1.86348623853211,-0.53662859393462,-41.560001,-1.76,2,-1.89,-44.549999,-1.89,-41.509999,"MA"
"71","chunk_2_21",-41.509999,-1.89,-43.0575,-1.825,"MA1",230,-1.76,-44.610001,0,3.05,1.07827699736853,3.8,1.86348623853211,-0.53662859393462,-41.560001,-1.76,2,-1.89,-44.549999,-1.89,-41.509999,"MA"
"72","chunk_2_21",-41.560001,-1.76,-43.0575,-1.825,"MA1",230,-1.76,-44.610001,0,3.05,1.07827699736853,3.8,1.86348623853211,-0.53662859393462,-41.560001,-1.76,2,-1.89,-44.549999,-1.89,-41.509999,"MA"
"73","chunk_2_22",-44.549999,-1.89,-42.999999525,-1.955,"MA1",229,-1.89,-44.549999,0,3.04,1.07827699736853,3.8199999,1.86348623853211,-0.53662859393462,-41.509999,-1.89,2,-2.02,-44.5,-2.02,-41.4400001,"MA"
"74","chunk_2_22",-44.5,-2.02,-42.999999525,-1.955,"MA1",229,-1.89,-44.549999,0,3.04,1.07827699736853,3.8199999,1.86348623853211,-0.53662859393462,-41.509999,-1.89,2,-2.02,-44.5,-2.02,-41.4400001,"MA"
"75","chunk_2_22",-41.4400001,-2.02,-42.999999525,-1.955,"MA1",229,-1.89,-44.549999,0,3.04,1.07827699736853,3.8199999,1.86348623853211,-0.53662859393462,-41.509999,-1.89,2,-2.02,-44.5,-2.02,-41.4400001,"MA"
"76","chunk_2_22",-41.509999,-1.89,-42.999999525,-1.955,"MA1",229,-1.89,-44.549999,0,3.04,1.07827699736853,3.8199999,1.86348623853211,-0.53662859393462,-41.509999,-1.89,2,-2.02,-44.5,-2.02,-41.4400001,"MA"
"77","chunk_2_23",-44.5,-2.02,-42.957500525,-2.08000005,"MA1",228,-2.02,-44.5,0,3.0599999,1.07827699736853,3.8599999,1.86348623853211,-0.53662859393462,-41.4400001,-2.02,2,-2.1400001,-44.470001,-2.1400001,-41.420001,"MA"
"78","chunk_2_23",-44.470001,-2.1400001,-42.957500525,-2.08000005,"MA1",228,-2.02,-44.5,0,3.0599999,1.07827699736853,3.8599999,1.86348623853211,-0.53662859393462,-41.4400001,-2.02,2,-2.1400001,-44.470001,-2.1400001,-41.420001,"MA"
"79","chunk_2_23",-41.420001,-2.1400001,-42.957500525,-2.08000005,"MA1",228,-2.02,-44.5,0,3.0599999,1.07827699736853,3.8599999,1.86348623853211,-0.53662859393462,-41.4400001,-2.02,2,-2.1400001,-44.470001,-2.1400001,-41.420001,"MA"
"80","chunk_2_23",-41.4400001,-2.02,-42.957500525,-2.08000005,"MA1",228,-2.02,-44.5,0,3.0599999,1.07827699736853,3.8599999,1.86348623853211,-0.53662859393462,-41.4400001,-2.02,2,-2.1400001,-44.470001,-2.1400001,-41.420001,"MA"
"81","chunk_2_24",-44.470001,-2.1400001,-42.625000975,-2.19500005,"MA1",227,-2.1400001,-44.470001,0,3.05,1.07827699736853,NA,1.86348623853211,-0.53662859393462,-41.420001,-2.1400001,2,-2.25,-43.630001,-2.25,-40.9800009,"MA"
"82","chunk_2_24",-43.630001,-2.25,-42.625000975,-2.19500005,"MA1",227,-2.1400001,-44.470001,0,3.05,1.07827699736853,NA,1.86348623853211,-0.53662859393462,-41.420001,-2.1400001,2,-2.25,-43.630001,-2.25,-40.9800009,"MA"
"83","chunk_2_24",-40.9800009,-2.25,-42.625000975,-2.19500005,"MA1",227,-2.1400001,-44.470001,0,3.05,1.07827699736853,NA,1.86348623853211,-0.53662859393462,-41.420001,-2.1400001,2,-2.25,-43.630001,-2.25,-40.9800009,"MA"
"84","chunk_2_24",-41.420001,-2.1400001,-42.625000975,-2.19500005,"MA1",227,-2.1400001,-44.470001,0,3.05,1.07827699736853,NA,1.86348623853211,-0.53662859393462,-41.420001,-2.1400001,2,-2.25,-43.630001,-2.25,-40.9800009,"MA"
